From	To	Species	Gene Name
NM_003990	PAX2	Homo sapiens	paired box 2(PAX2)
NM_013302	EEF2K	Homo sapiens	eukaryotic elongation factor 2 kinase(EEF2K)
NM_013301	CCDC106	Homo sapiens	coiled-coil domain containing 106(CCDC106)
NM_003992	CLK3	Homo sapiens	CDC like kinase 3(CLK3)
NM_013300	FAM216A	Homo sapiens	family with sequence similarity 216 member A(FAM216A)
NM_001330	CTF1	Homo sapiens	cardiotrophin 1(CTF1)
NM_003991	EDNRB	Homo sapiens	endothelin receptor type B(EDNRB)
NM_015962	FCF1	Homo sapiens	FCF1 rRNA-processing protein(FCF1)
NM_015963	THAP4	Homo sapiens	THAP domain containing 4(THAP4)
NM_015964	TPPP3	Homo sapiens	tubulin polymerization promoting protein family member 3(TPPP3)
NM_015965	NDUFA13	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A13(NDUFA13)
NM_013309	SLC30A4	Homo sapiens	solute carrier family 30 member 4(SLC30A4)
NM_015966	ERGIC3	Homo sapiens	ERGIC and golgi 3(ERGIC3)
NM_015967	PTPN22	Homo sapiens	protein tyrosine phosphatase non-receptor type 22(PTPN22)
NM_013308	GPR171	Homo sapiens	G protein-coupled receptor 171(GPR171)
NM_003979	GPRC5A	Homo sapiens	G protein-coupled receptor class C group 5 member A(GPRC5A)
NM_001319	CSNK1G2	Homo sapiens	casein kinase 1 gamma 2(CSNK1G2)
NM_015960	CUTC	Homo sapiens	cutC copper transporter(CUTC)
NM_003972	BTAF1	Homo sapiens	B-TFIID TATA-box binding protein associated factor 1(BTAF1)
NM_001310	CREBL2	Homo sapiens	cAMP responsive element binding protein like 2(CREBL2)
NM_003971	SPAG9	Homo sapiens	sperm associated antigen 9(SPAG9)
NM_001311	CRIP1	Homo sapiens	cysteine rich protein 1(CRIP1)
NM_003974	DOK2	Homo sapiens	docking protein 2(DOK2)
NM_001312	CRIP2	Homo sapiens	cysteine rich protein 2(CRIP2)
NM_003973	RPL14	Homo sapiens	ribosomal protein L14(RPL14)
NM_001313	CRMP1	Homo sapiens	collapsin response mediator protein 1(CRMP1)
NM_003976	ARTN	Homo sapiens	artemin(ARTN)
NM_003975	SH2D2A	Homo sapiens	SH2 domain containing 2A(SH2D2A)
NM_001164245	ODR4	Homo sapiens	odr-4 GPCR localization factor homolog(ODR4)
NM_001315	MAPK14	Homo sapiens	mitogen-activated protein kinase 14(MAPK14)
NM_003978	PSTPIP1	Homo sapiens	proline-serine-threonine phosphatase interacting protein 1(PSTPIP1)
NM_001164246	ODR4	Homo sapiens	odr-4 GPCR localization factor homolog(ODR4)
NM_001316	CSE1L	Homo sapiens	chromosome segregation 1 like(CSE1L)
NM_003977	AIP	Homo sapiens	aryl hydrocarbon receptor interacting protein(AIP)
NM_015958	DPH5	Homo sapiens	diphthamide biosynthesis 5(DPH5)
NM_003981	PRC1	Homo sapiens	protein regulator of cytokinesis 1(PRC1)
NM_003980	MAP7	Homo sapiens	microtubule associated protein 7(MAP7)
NM_015950	MRPL2	Homo sapiens	mitochondrial ribosomal protein L2(MRPL2)
NM_015952	RWDD1	Homo sapiens	RWD domain containing 1(RWDD1)
NM_015953	NOSIP	Homo sapiens	nitric oxide synthase interacting protein(NOSIP)
NM_015954	DERA	Homo sapiens	deoxyribose-phosphate aldolase(DERA)
NM_015955	MEMO1	Homo sapiens	mediator of cell motility 1(MEMO1)
NM_015956	MRPL4	Homo sapiens	mitochondrial ribosomal protein L4(MRPL4)
NM_015957	APIP	Homo sapiens	APAF1 interacting protein(APIP)
NM_145177	DHRSX	Homo sapiens	dehydrogenase/reductase X-linked(DHRSX)
NM_145176	SLC2A12	Homo sapiens	solute carrier family 2 member 12(SLC2A12)
NM_145175	LRATD1	Homo sapiens	LRAT domain containing 1(LRATD1)
NM_145174	DNAJB7	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B7(DNAJB7)
NM_145173	DIRAS1	Homo sapiens	DIRAS family GTPase 1(DIRAS1)
NM_145172	DNAI3	Homo sapiens	dynein axonemal intermediate chain 3(DNAI3)
NM_145170	CFAP70	Homo sapiens	cilia and flagella associated protein 70(CFAP70)
NM_145169	SFT2D1	Homo sapiens	SFT2 domain containing 1(SFT2D1)
NM_145168	SDR42E1	Homo sapiens	short chain dehydrogenase/reductase family 42E, member 1(SDR42E1)
NM_145167	PIGM	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class M(PIGM)
NM_145186	ABCC11	Homo sapiens	ATP binding cassette subfamily C member 11(ABCC11)
NM_145185	MAP2K7	Homo sapiens	mitogen-activated protein kinase kinase 7(MAP2K7)
NM_145182	PYCARD	Homo sapiens	PYD and CARD domain containing(PYCARD)
NM_145178	ATOH7	Homo sapiens	atonal bHLH transcription factor 7(ATOH7)
NM_001405	EFNA2	Homo sapiens	ephrin A2(EFNA2)
NM_001406	EFNB3	Homo sapiens	ephrin B3(EFNB3)
NM_001407	CELSR3	Homo sapiens	cadherin EGF LAG seven-pass G-type receptor 3(CELSR3)
NM_001408	CELSR2	Homo sapiens	cadherin EGF LAG seven-pass G-type receptor 2(CELSR2)
NM_001164339	SPATA31B1P	Homo sapiens	SPATA31 subfamily B member 1, pseudogene(SPATA31B1P)
NM_001409	MEGF6	Homo sapiens	multiple EGF like domains 6(MEGF6)
NM_001127392	MYRF	Homo sapiens	myelin regulatory factor(MYRF)
NM_001127391	FLACC1	Homo sapiens	flagellum associated containing coiled-coil domains 1(FLACC1)
NM_001127394	TSEN15	Homo sapiens	tRNA splicing endonuclease subunit 15(TSEN15)
NM_145199	LIPT1	Homo sapiens	lipoyltransferase 1(LIPT1)
NM_001127393	ATP5MJ	Homo sapiens	ATP synthase membrane subunit j(ATP5MJ)
NM_145198	LIPT1	Homo sapiens	lipoyltransferase 1(LIPT1)
NM_001127396	STXBP2	Homo sapiens	syntaxin binding protein 2(STXBP2)
NM_145197	LIPT1	Homo sapiens	lipoyltransferase 1(LIPT1)
NM_001400	S1PR1	Homo sapiens	sphingosine-1-phosphate receptor 1(S1PR1)
NM_145196	LIPT1	Homo sapiens	lipoyltransferase 1(LIPT1)
NM_001127395	METTL21A	Homo sapiens	methyltransferase 21A, HSPA lysine(METTL21A)
NM_001401	LPAR1	Homo sapiens	lysophosphatidic acid receptor 1(LPAR1)
NM_001127398	ERLEC1	Homo sapiens	endoplasmic reticulum lectin 1(ERLEC1)
NM_001402	EEF1A1	Homo sapiens	eukaryotic translation elongation factor 1 alpha 1(EEF1A1)
NM_001127397	ERLEC1	Homo sapiens	endoplasmic reticulum lectin 1(ERLEC1)
NM_001404	EEF1G	Homo sapiens	eukaryotic translation elongation factor 1 gamma(EEF1G)
NM_001127399	YPEL5	Homo sapiens	yippee like 5(YPEL5)
NM_001164326	BRD8	Homo sapiens	bromodomain containing 8(BRD8)
NM_001164328	GOLGA8F	Homo sapiens	golgin A8 family member F(GOLGA8F)
NM_001164315	ANKRD36	Homo sapiens	ankyrin repeat domain 36(ANKRD36)
NM_001164317	FLNB	Homo sapiens	filamin B(FLNB)
NM_001164318	FLNB	Homo sapiens	filamin B(FLNB)
NM_001164319	FLNB	Homo sapiens	filamin B(FLNB)
NM_001127370	CDCA7L	Homo sapiens	cell division cycle associated 7 like(CDCA7L)
NM_001127372	ZNF84	Homo sapiens	zinc finger protein 84(ZNF84)
NM_001127371	CDCA7L	Homo sapiens	cell division cycle associated 7 like(CDCA7L)
NM_001164310	CIMIP2B	Homo sapiens	ciliary microtubule inner protein 2B(CIMIP2B)
NM_001164309	ZNF415	Homo sapiens	zinc finger protein 415(ZNF415)
NM_001127380	SAA2	Homo sapiens	serum amyloid A2(SAA2)
NM_001127383	CYBRD1	Homo sapiens	cytochrome b reductase 1(CYBRD1)
NM_001127385	CTXN3	Homo sapiens	cortexin 3(CTXN3)
NM_001127384	CTNNA3	Homo sapiens	catenin alpha 3(CTNNA3)
NM_001127389	DUX4L5	Homo sapiens	double homeobox 4 like 5 (pseudogene)(DUX4L5)
NM_001127350	MED18	Homo sapiens	mediator complex subunit 18(MED18)
NM_133168	OSCAR	Homo sapiens	osteoclast associated Ig-like receptor(OSCAR)
NM_133169	OSCAR	Homo sapiens	osteoclast associated Ig-like receptor(OSCAR)
NM_001127358	PHTF2	Homo sapiens	putative homeodomain transcription factor 2(PHTF2)
NM_133170	PTPRT	Homo sapiens	protein tyrosine phosphatase receptor type T(PTPRT)
NM_001127357	PHTF2	Homo sapiens	putative homeodomain transcription factor 2(PHTF2)
NM_133171	ELMO2	Homo sapiens	engulfment and cell motility 2(ELMO2)
NM_133172	APBB3	Homo sapiens	amyloid beta precursor protein binding family B member 3(APBB3)
NM_001127359	PHTF2	Homo sapiens	putative homeodomain transcription factor 2(PHTF2)
NM_133174	APBB3	Homo sapiens	amyloid beta precursor protein binding family B member 3(APBB3)
NM_133177	PTPRU	Homo sapiens	protein tyrosine phosphatase receptor type U(PTPRU)
NM_145166	ZBTB47	Homo sapiens	zinc finger and BTB domain containing 47(ZBTB47)
NM_001127361	RNF19B	Homo sapiens	ring finger protein 19B(RNF19B)
NM_133178	PTPRU	Homo sapiens	protein tyrosine phosphatase receptor type U(PTPRU)
NM_001127360	PHTF2	Homo sapiens	putative homeodomain transcription factor 2(PHTF2)
NM_145165	CHURC1	Homo sapiens	churchill domain containing 1(CHURC1)
NM_133179	XAGE3	Homo sapiens	X antigen family member 3(XAGE3)
NM_001127362	NR2C1	Homo sapiens	nuclear receptor subfamily 2 group C member 1(NR2C1)
NM_001127365	FAM221A	Homo sapiens	family with sequence similarity 221 member A(FAM221A)
NM_001127364	FAM221A	Homo sapiens	family with sequence similarity 221 member A(FAM221A)
NM_145160	MAP2K5	Homo sapiens	mitogen-activated protein kinase kinase 5(MAP2K5)
NM_001127366	PAX3	Homo sapiens	paired box 3(PAX3)
NM_133180	EPS8L1	Homo sapiens	EPS8 signaling adaptor L1(EPS8L1)
NM_133181	EPS8L3	Homo sapiens	EPS8 signaling adaptor L3(EPS8L3)
NM_145159	JAG2	Homo sapiens	jagged canonical Notch ligand 2(JAG2)
NM_001142966	GREB1L	Homo sapiens	GREB1 like retinoic acid receptor coactivator(GREB1L)
NM_001142964	C22orf46P	Homo sapiens	chromosome 22 open reading frame 46, pseudogene(C22orf46P)
NM_001129995	KCTD15	Homo sapiens	potassium channel tetramerization domain containing 15(KCTD15)
NM_001129996	ZNF222	Homo sapiens	zinc finger protein 222(ZNF222)
NM_001142961	LPAR5	Homo sapiens	lysophosphatidic acid receptor 5(LPAR5)
NM_001129993	SANBR	Homo sapiens	SANT and BTB domain regulator of CSR(SANBR)
NM_001129994	KCTD15	Homo sapiens	potassium channel tetramerization domain containing 15(KCTD15)
NM_001130984	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130985	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130986	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130987	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130980	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130981	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130982	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130983	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001127345	GAGE12B	Homo sapiens	G antigen 12B(GAGE12B)
NM_001130996	HMGCR	Homo sapiens	3-hydroxy-3-methylglutaryl-CoA reductase(HMGCR)
NM_001130997	CCNQ	Homo sapiens	cyclin Q(CCNQ)
NM_001130991	HYOU1	Homo sapiens	hypoxia up-regulated 1(HYOU1)
NM_001130992	RBP1	Homo sapiens	retinol binding protein 1(RBP1)
NM_001130993	RBP1	Homo sapiens	retinol binding protein 1(RBP1)
NM_001142946	C11orf21	Homo sapiens	chromosome 11 open reading frame 21(C11orf21)
NM_145111	FAM200A	Homo sapiens	family with sequence similarity 200 member A(FAM200A)
NM_001130966	TBXAS1	Homo sapiens	thromboxane A synthase 1(TBXAS1)
NM_001130967	ZNF385A	Homo sapiens	zinc finger protein 385A(ZNF385A)
NM_001130968	ZNF385A	Homo sapiens	zinc finger protein 385A(ZNF385A)
NM_001130969	NSMF	Homo sapiens	NMDA receptor synaptonuclear signaling and neuronal migration factor(NSMF)
NM_001130963	NEMP1	Homo sapiens	nuclear envelope integral membrane protein 1(NEMP1)
NM_001130964	PLCD1	Homo sapiens	phospholipase C delta 1(PLCD1)
NM_145102	ZKSCAN5	Homo sapiens	zinc finger with KRAB and SCAN domains 5(ZKSCAN5)
NM_001129979	SYCE1L	Homo sapiens	synaptonemal complex central element protein 1 like(SYCE1L)
NM_001130965	SUN1	Homo sapiens	Sad1 and UNC84 domain containing 1(SUN1)
NM_001130960	PLCH1	Homo sapiens	phospholipase C eta 1(PLCH1)
NM_001130961	PLCH1	Homo sapiens	phospholipase C eta 1(PLCH1)
NM_145109	MAP2K3	Homo sapiens	mitogen-activated protein kinase kinase 3(MAP2K3)
NM_147780	CTSB	Homo sapiens	cathepsin B(CTSB)
NM_147781	CTSB	Homo sapiens	cathepsin B(CTSB)
NM_147782	CTSB	Homo sapiens	cathepsin B(CTSB)
NM_001142958	FBXO15	Homo sapiens	F-box protein 15(FBXO15)
NM_147783	CTSB	Homo sapiens	cathepsin B(CTSB)
NM_001129981	ANKRD2	Homo sapiens	ankyrin repeat domain 2(ANKRD2)
NM_001127321	CBX5	Homo sapiens	chromobox 5(CBX5)
NM_001127320	UBAP2L	Homo sapiens	ubiquitin associated protein 2 like(UBAP2L)
NM_001127323	GRM8	Homo sapiens	glutamate metabotropic receptor 8(GRM8)
NM_001127322	CBX5	Homo sapiens	chromobox 5(CBX5)
NM_001130977	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001127325	MAD2L2	Homo sapiens	mitotic arrest deficient 2 like 2(MAD2L2)
NM_145119	PJA1	Homo sapiens	praja ring finger ubiquitin ligase 1(PJA1)
NM_001130978	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130979	DYSF	Homo sapiens	dysferlin(DYSF)
NM_145116	MAX	Homo sapiens	MYC associated factor X(MAX)
NM_145115	ZSCAN25	Homo sapiens	zinc finger and SCAN domain containing 25(ZSCAN25)
NM_001127328	ACADM	Homo sapiens	acyl-CoA dehydrogenase medium chain(ACADM)
NM_145114	MAX	Homo sapiens	MYC associated factor X(MAX)
NM_145113	MAX	Homo sapiens	MYC associated factor X(MAX)
NM_145112	MAX	Homo sapiens	MYC associated factor X(MAX)
NM_001130976	DYSF	Homo sapiens	dysferlin(DYSF)
NM_001130970	NSMF	Homo sapiens	NMDA receptor synaptonuclear signaling and neuronal migration factor(NSMF)
NM_001130971	NSMF	Homo sapiens	NMDA receptor synaptonuclear signaling and neuronal migration factor(NSMF)
NM_147777	SNX15	Homo sapiens	sorting nexin 15(SNX15)
NM_001142931	API5	Homo sapiens	apoptosis inhibitor 5(API5)
NM_001142930	API5	Homo sapiens	apoptosis inhibitor 5(API5)
NM_001142936	DAGLB	Homo sapiens	diacylglycerol lipase beta(DAGLB)
NM_001142935	MXD3	Homo sapiens	MAX dimerization protein 3(MXD3)
NM_001142934	CHAT	Homo sapiens	choline O-acetyltransferase(CHAT)
NM_001130955	ARHGEF18	Homo sapiens	Rho/Rac guanine nucleotide exchange factor 18(ARHGEF18)
NM_001130957	CATSPERE	Homo sapiens	catsper channel auxiliary subunit epsilon(CATSPERE)
NM_001130958	FABP6	Homo sapiens	fatty acid binding protein 6(FABP6)
NM_001142928	LRRC61	Homo sapiens	leucine rich repeat containing 61(LRRC61)
NM_001130919	RABL2B	Homo sapiens	RAB, member of RAS oncogene family like 2B(RABL2B)
NM_001130915	MAMSTR	Homo sapiens	MEF2 activating motif and SAP domain containing transcriptional regulator(MAMSTR)
NM_001130916	TGFBR1	Homo sapiens	transforming growth factor beta receptor 1(TGFBR1)
NM_001130918	TTLL6	Homo sapiens	tubulin tyrosine ligase like 6(TTLL6)
NM_001130922	RABL2B	Homo sapiens	RAB, member of RAS oncogene family like 2B(RABL2B)
NM_001130923	RABL2B	Homo sapiens	RAB, member of RAS oncogene family like 2B(RABL2B)
NM_001130924	TMEM201	Homo sapiens	transmembrane protein 201(TMEM201)
NM_001130920	RABL2B	Homo sapiens	RAB, member of RAS oncogene family like 2B(RABL2B)
NM_001130921	RABL2B	Homo sapiens	RAB, member of RAS oncogene family like 2B(RABL2B)
NM_001130926	MEF2A	Homo sapiens	myocyte enhancer factor 2A(MEF2A)
NM_001130927	MEF2A	Homo sapiens	myocyte enhancer factor 2A(MEF2A)
NM_001130928	MEF2A	Homo sapiens	myocyte enhancer factor 2A(MEF2A)
NM_001130929	STMP1	Homo sapiens	short transmembrane mitochondrial protein 1(STMP1)
NM_001083953	THADA	Homo sapiens	THADA armadillo repeat containing(THADA)
NM_001032363	MICOS10	Homo sapiens	mitochondrial contact site and cristae organizing system subunit 10(MICOS10)
NM_001032364	GGT1	Homo sapiens	gamma-glutamyltransferase 1(GGT1)
NM_001032365	GGT1	Homo sapiens	gamma-glutamyltransferase 1(GGT1)
NM_001032367	SPINT1	Homo sapiens	serine peptidase inhibitor, Kunitz type 1(SPINT1)
NM_001083947	TMPRSS4	Homo sapiens	transmembrane serine protease 4(TMPRSS4)
NM_001083946	NDUFAF7	Homo sapiens	NADH:ubiquinone oxidoreductase complex assembly factor 7(NDUFAF7)
NM_001032372	ZNF226	Homo sapiens	zinc finger protein 226(ZNF226)
NM_001032373	ZNF226	Homo sapiens	zinc finger protein 226(ZNF226)
NM_001032374	ZNF226	Homo sapiens	zinc finger protein 226(ZNF226)
NM_001044369	DIPK1C	Homo sapiens	divergent protein kinase domain 1C(DIPK1C)
NM_001083914	CTBP2	Homo sapiens	C-terminal binding protein 2(CTBP2)
NM_001083913	WBP1L	Homo sapiens	WW domain binding protein 1 like(WBP1L)
NM_001032383	PQBP1	Homo sapiens	polyglutamine binding protein 1(PQBP1)
NM_001032384	PQBP1	Homo sapiens	polyglutamine binding protein 1(PQBP1)
NM_001032386	SUOX	Homo sapiens	sulfite oxidase(SUOX)
NM_001032387	SUOX	Homo sapiens	sulfite oxidase(SUOX)
NM_001032381	PQBP1	Homo sapiens	polyglutamine binding protein 1(PQBP1)
NM_001032382	PQBP1	Homo sapiens	polyglutamine binding protein 1(PQBP1)
NM_001083926	ASRGL1	Homo sapiens	asparaginase and isoaspartyl peptidase 1(ASRGL1)
NM_001083924	C1orf116	Homo sapiens	chromosome 1 open reading frame 116(C1orf116)
NM_001032394	ADGRG6	Homo sapiens	adhesion G protein-coupled receptor G6(ADGRG6)
NM_001032395	ADGRG6	Homo sapiens	adhesion G protein-coupled receptor G6(ADGRG6)
NM_001032396	PJA1	Homo sapiens	praja ring finger ubiquitin ligase 1(PJA1)
NM_001044388	ZNF557	Homo sapiens	zinc finger protein 557(ZNF557)
NM_001044387	ZNF557	Homo sapiens	zinc finger protein 557(ZNF557)
NM_001032391	LCMT1	Homo sapiens	leucine carboxyl methyltransferase 1(LCMT1)
NM_001032392	PLGLB1	Homo sapiens	plasminogen like B1(PLGLB1)
NM_001044385	TMEM237	Homo sapiens	transmembrane protein 237(TMEM237)
NM_001032393	HNRNPH2	Homo sapiens	heterogeneous nuclear ribonucleoprotein H2(HNRNPH2)
NM_001007593	SMPD1	Homo sapiens	sphingomyelin phosphodiesterase 1(SMPD1)
NM_001007595	C2CD4B	Homo sapiens	C2 calcium dependent domain containing 4B(C2CD4B)
NM_001496	GFRA3	Homo sapiens	GDNF family receptor alpha 3(GFRA3)
NM_001497	B4GALT1	Homo sapiens	beta-1,4-galactosyltransferase 1(B4GALT1)
NM_001044370	MPPED1	Homo sapiens	metallophosphoesterase domain containing 1(MPPED1)
NM_001498	GCLC	Homo sapiens	glutamate-cysteine ligase catalytic subunit(GCLC)
NM_001499	GLE1	Homo sapiens	GLE1 RNA export mediator(GLE1)
NM_001083965	TDRKH	Homo sapiens	tudor and KH domain containing(TDRKH)
NM_001083964	TDRKH	Homo sapiens	tudor and KH domain containing(TDRKH)
NM_001083963	TDRKH	Homo sapiens	tudor and KH domain containing(TDRKH)
NM_001083962	TCF4	Homo sapiens	transcription factor 4(TCF4)
NM_001083961	WDR62	Homo sapiens	WD repeat domain 62(WDR62)
NM_001083956	ZNF655	Homo sapiens	zinc finger protein 655(ZNF655)
NM_001044393	MUC1	Homo sapiens	mucin 1, cell surface associated(MUC1)
NM_001044392	MUC1	Homo sapiens	mucin 1, cell surface associated(MUC1)
NM_001044391	MUC1	Homo sapiens	mucin 1, cell surface associated(MUC1)
NM_001044390	MUC1	Homo sapiens	mucin 1, cell surface associated(MUC1)
NM_001007561	IRGQ	Homo sapiens	immunity related GTPase Q(IRGQ)
NM_001007563	IGFBPL1	Homo sapiens	insulin like growth factor binding protein like 1(IGFBPL1)
NM_001007565	TFG	Homo sapiens	trafficking from ER to golgi regulator(TFG)
NM_001007559	SS18	Homo sapiens	SS18 subunit of BAF chromatin remodeling complex(SS18)
NM_001463	FRZB	Homo sapiens	frizzled related protein(FRZB)
NM_013452	VCX	Homo sapiens	variable charge X-linked(VCX)
NM_001464	ADAM2	Homo sapiens	ADAM metallopeptidase domain 2(ADAM2)
NM_013451	MYOF	Homo sapiens	myoferlin(MYOF)
NM_001465	FYB1	Homo sapiens	FYN binding protein 1(FYB1)
NM_013450	BAZ2B	Homo sapiens	bromodomain adjacent to zinc finger domain 2B(BAZ2B)
NM_001466	FZD2	Homo sapiens	frizzled class receptor 2(FZD2)
NM_001467	SLC37A4	Homo sapiens	solute carrier family 37 member 4(SLC37A4)
NM_001468	GAGE1	Homo sapiens	G antigen 1(GAGE1)
NM_001469	XRCC6	Homo sapiens	X-ray repair cross complementing 6(XRCC6)
NM_013449	BAZ2A	Homo sapiens	bromodomain adjacent to zinc finger domain 2A(BAZ2A)
NM_013448	BAZ1A	Homo sapiens	bromodomain adjacent to zinc finger domain 1A(BAZ1A)
NM_013447	ADGRE2	Homo sapiens	adhesion G protein-coupled receptor E2(ADGRE2)
NM_013446	MKRN1	Homo sapiens	makorin ring finger protein 1(MKRN1)
NM_001470	GABBR1	Homo sapiens	gamma-aminobutyric acid type B receptor subunit 1(GABBR1)
NM_013445	GAD1	Homo sapiens	glutamate decarboxylase 1(GAD1)
NM_013444	UBQLN2	Homo sapiens	ubiquilin 2(UBQLN2)
NM_001472	GAGE2C	Homo sapiens	G antigen 2C(GAGE2C)
NM_001164194	PLIN3	Homo sapiens	perilipin 3(PLIN3)
NM_013443	ST6GALNAC6	Homo sapiens	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6(ST6GALNAC6)
NM_013442	STOML2	Homo sapiens	stomatin like 2(STOML2)
NM_194298	SLC16A9	Homo sapiens	solute carrier family 16 member 9(SLC16A9)
NM_001007551	CT45A5	Homo sapiens	cancer/testis antigen family 45 member A5(CT45A5)
NM_194294	IDO2	Homo sapiens	indoleamine 2,3-dioxygenase 2(IDO2)
NM_194293	XIRP1	Homo sapiens	xin actin binding repeat containing 1(XIRP1)
NM_001007553	CSDE1	Homo sapiens	cold shock domain containing E1(CSDE1)
NM_194296	SPATA24	Homo sapiens	spermatogenesis associated 24(SPATA24)
NM_001452	FOXF2	Homo sapiens	forkhead box F2(FOXF2)
NM_013441	RCAN3	Homo sapiens	RCAN family member 3(RCAN3)
NM_001453	FOXC1	Homo sapiens	forkhead box C1(FOXC1)
NM_013440	PILRB	Homo sapiens	paired immunoglobin like type 2 receptor beta(PILRB)
NM_001454	FOXJ1	Homo sapiens	forkhead box J1(FOXJ1)
NM_001455	FOXO3	Homo sapiens	forkhead box O3(FOXO3)
NM_001456	FLNA	Homo sapiens	filamin A(FLNA)
NM_001164189	PLIN3	Homo sapiens	perilipin 3(PLIN3)
NM_001457	FLNB	Homo sapiens	filamin B(FLNB)
NM_001458	FLNC	Homo sapiens	filamin C(FLNC)
NM_001459	FLT3LG	Homo sapiens	fms related receptor tyrosine kinase 3 ligand(FLT3LG)
NM_013438	UBQLN1	Homo sapiens	ubiquilin 1(UBQLN1)
NM_013437	LRP12	Homo sapiens	LDL receptor related protein 12(LRP12)
NM_013436	NCKAP1	Homo sapiens	NCK associated protein 1(NCKAP1)
NM_001164181	ENTPD1	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 1(ENTPD1)
NM_013434	KCNIP3	Homo sapiens	potassium voltage-gated channel interacting protein 3(KCNIP3)
NM_001164182	ENTPD1	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 1(ENTPD1)
NM_001460	FMO2	Homo sapiens	flavin containing dimethylaniline monoxygenase 2(FMO2)
NM_013433	TNPO2	Homo sapiens	transportin 2(TNPO2)
NM_001164183	ENTPD1	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 1(ENTPD1)
NM_001461	FMO5	Homo sapiens	flavin containing dimethylaniline monoxygenase 5(FMO5)
NM_013432	TONSL	Homo sapiens	tonsoku like, DNA repair protein(TONSL)
NM_001462	FPR2	Homo sapiens	formyl peptide receptor 2(FPR2)
NM_013431	KLRC4	Homo sapiens	killer cell lectin like receptor C4(KLRC4)
NM_001007540	CDHR4	Homo sapiens	cadherin related family member 4(CDHR4)
NM_001007544	RHEX	Homo sapiens	regulator of hemoglobinization and erythroid cell expansion(RHEX)
NM_013439	PILRA	Homo sapiens	paired immunoglobin like type 2 receptor alpha(PILRA)
NM_194281	INO80C	Homo sapiens	INO80 complex subunit C(INO80C)
NM_194280	TMEM219	Homo sapiens	transmembrane protein 219(TMEM219)
NM_001007537	C1QTNF9B	Homo sapiens	C1q and TNF related 9B(C1QTNF9B)
NM_001007538	SHISA2	Homo sapiens	shisa family member 2(SHISA2)
